날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1937.2.20,108,3.5,0.5,7.8
1937.2.21,108,3.6,-2.7,9.8
1937.2.22,108,6.6,0.1,11
1937.2.23,108,3.1,-0.2,7.6
1937.2.24,108,1.4,-3.5,7.7
1937.2.25,108,2.4,-1.1,7
1937.2.26,108,3.1,-1.4,8.6
1937.2.27,108,-1.4,-4,3.3
1937.2.28,108,-1.1,-7.3,4.9
1937.3.1,108,2.4,-4.8,10.1
1937.3.2,108,6.7,-2.5,15.2
1937.3.3,108,4.1,1.3,11.2
1937.3.4,108,3.4,0.2,8
1937.3.5,108,3.3,-1.5,7.1
1937.3.6,108,3.8,1.5,6.2
1937.3.7,108,1.8,-2.1,6.8
1937.3.8,108,0.2,-3.7,4.3
1937.3.9,108,3.1,-3,9.4
1937.3.10,108,5.1,2,8.3
1937.3.11,108,1.7,-2.2,5.3
1937.3.12,108,0.6,-5.3,5.1
1937.3.13,108,5.3,1.7,8.3
1937.3.14,108,7.7,5.4,11.9
1937.3.15,108,6.4,2.4,11.9
1937.3.16,108,1.8,-1.8,8.1
1937.3.17,108,-1.7,-5.3,2.3
1937.3.18,108,1.4,-5.2,7.1
1937.3.19,108,3.8,-2.5,8.2
1937.3.20,108,6.4,0.2,12.7
1937.3.21,108,7.1,-0.9,14.4
1937.3.22,108,9,4,14.6
1937.3.23,108,8.1,2.7,18.8
1937.3.24,108,1.3,-2.5,4.1
1937.3.25,108,-1.9,-4.7,2.1
1937.3.26,108,0.9,-4.1,4.6
1937.3.27,108,3.6,-1.7,9.2
1937.3.28,108,3.7,0.8,8.4
1937.3.29,108,2.3,-1,6
1937.3.30,108,3.1,-1.5,9.3
1937.3.31,108,6.1,0.2,12
1937.4.1,108,5.8,2.7,10.3
1937.4.2,108,5.2,-0.7,11.8
1937.4.3,108,5.7,0.8,11.3
1937.4.4,108,2.9,1.1,8.4
1937.4.5,108,5.2,0.6,9.7
1937.4.6,108,7.4,0.8,15.4
1937.4.7,108,8.3,4.4,13.2
1937.4.8,108,9.1,4.1,16.5
1937.4.9,108,7,2.1,14.3
1937.4.10,108,10.5,1.3,18.7
1937.4.11,108,14.6,10.7,19.3
1937.4.12,108,12,10.1,14.8
1937.4.13,108,14,10,15.9
1937.4.14,108,8.3,6.1,16.1
1937.4.15,108,9.4,3.4,16
1937.4.16,108,8.9,4.8,13.9
1937.4.17,108,6.5,4.1,10.1
1937.4.18,108,8.4,1.8,15.1
1937.4.19,108,14,5.5,22.8
1937.4.20,108,19.3,13.8,26.4
1937.4.21,108,15.9,12.1,19.5
1937.4.22,108,12.3,8.8,17.9
1937.4.23,108,12.7,6.6,18.9
1937.4.24,108,12.5,8.4,18.4
1937.4.25,108,11.9,8.8,16.7
1937.4.26,108,11.9,6,17.7
1937.4.27,108,12.8,6.2,20.5
1937.4.28,108,13,7.5,19.9
1937.4.29,108,16.4,6.8,26.4
1937.4.30,108,17.5,11.9,22
1937.5.1,108,16.6,13.2,20.5
1937.5.2,108,14.6,11.4,20.3
1937.5.3,108,13.3,8.6,19.1
1937.5.4,108,14.3,7.9,20.7
1937.5.5,108,15.2,10.5,21.8
1937.5.6,108,14.3,9.4,20.7
1937.5.7,108,12.6,7.8,18.4
1937.5.8,108,11.7,6.8,18.2
1937.5.9,108,13.1,7.9,19.2
1937.5.10,108,15.9,8.8,24.6
1937.5.11,108,16.3,10.1,23.2
1937.5.12,108,17,11.6,25.2
1937.5.13,108,15.8,9.4,23.9
1937.5.14,108,16.7,11,24.6
1937.5.15,108,13.6,11.4,17.8
1937.5.16,108,13.8,7.3,21
1937.5.17,108,13.9,7.4,22
1937.5.18,108,17.3,11.6,24.1
1937.5.19,108,16.7,11.8,24
1937.5.20,108,18.5,15.5,23.4
1937.5.21,108,17.9,13.6,23.6
1937.5.22,108,16.2,9.7,22
1937.5.23,108,19.1,14.2,26.2
1937.5.24,108,18.1,13.4,25.1
1937.5.25,108,18,13.3,24.2
1937.5.26,108,17.3,13.8,23.3
1937.5.27,108,15.9,13.2,20.6
1937.5.28,108,15.3,12.1,20.3
1937.5.29,108,16.1,10.9,22.6
1937.5.30,108,16.8,10.3,24.2
1937.5.31,108,17.5,10.7,24.8
1937.6.1,108,15.7,11.4,22.6
1937.6.2,108,18.8,14.2,24.7
1937.6.3,108,20.6,13.9,28.9
1937.6.4,108,24.3,15.1,32.2
1937.6.5,108,20.8,18.9,25.2
1937.6.6,108,22.1,16.2,28.2
1937.6.7,108,21.7,18.8,26.4
1937.6.8,108,19.2,16.8,23.3
1937.6.9,108,18.9,13.7,25.4
1937.6.10,108,19.3,12.7,27.1
1937.6.11,108,21.3,13.6,28.9
1937.6.12,108,22.5,17.5,29.6
1937.6.13,108,22.8,17.3,30.2
1937.6.14,108,22,15.8,30.4
1937.6.15,108,20.4,17.3,26.4
1937.6.16,108,20.4,16.4,26.7
1937.6.17,108,20.7,14.4,28.4
1937.6.18,108,22.6,15.1,30.4
1937.6.19,108,22.9,17.5,30.3
1937.6.20,108,23.5,18,31.3
1937.6.21,108,23.9,17.6,32.2
1937.6.22,108,24.5,17.6,32.1
1937.6.23,108,24.3,19.4,32.1
1937.6.24,108,24.7,18.5,32.5
1937.6.25,108,25.6,19.1,32
1937.6.26,108,21.5,18.6,25.6
1937.6.27,108,20.8,18.3,24.5
1937.6.28,108,21.5,17.2,25.7
1937.6.29,108,19.9,17.3,22.6
1937.6.30,108,20.1,17.3,24.2
1937.7.1,108,20.4,16.6,26.3
1937.7.2,108,23.5,18.1,30.5
1937.7.3,108,25.9,19.1,32.5
1937.7.4,108,22.6,21,27
1937.7.5,108,22.2,18.2,28.3
1937.7.6,108,22.4,19.4,27.1
1937.7.7,108,20.5,18.2,24.1
1937.7.8,108,21.4,17.9,25.6
1937.7.9,108,23.7,18.9,27.9
1937.7.10,108,24,22.3,25.6
1937.7.11,108,23.1,20.8,28.2
1937.7.12,108,23.6,18.5,29.8
1937.7.13,108,24.9,20.4,31.5
1937.7.14,108,22.9,20,31.3
1937.7.15,108,24.8,17.8,32
1937.7.16,108,25.3,19.2,32
1937.7.17,108,25.1,20.8,29.5
1937.7.18,108,23.6,22.3,25.3
1937.7.19,108,24.6,22.7,26.6
1937.7.20,108,25.2,22.2,29.6
1937.7.21,108,25.6,23,29.5
1937.7.22,108,26.4,22.7,31.6
1937.7.23,108,25.7,21.6,32.3
1937.7.24,108,26.9,21.8,33.1
1937.7.25,108,28.3,24.1,34.4
1937.7.26,108,27.8,24.5,33
1937.7.27,108,23.1,21.7,27.7
1937.7.28,108,25.1,21.3,31.1
1937.7.29,108,27.4,22.2,34.1
1937.7.30,108,27.8,24.7,32.8
1937.7.31,108,27.9,23.9,33.6
1937.8.1,108,27.4,24.2,33.5
1937.8.2,108,28.5,23.4,34.6
1937.8.3,108,29.2,24.4,34.6
1937.8.4,108,29.7,26,34
1937.8.5,108,28.9,24.7,34.1
1937.8.6,108,27.7,25,32.7
1937.8.7,108,27.1,24.1,31.5
1937.8.8,108,25.8,23.2,29.7
1937.8.9,108,25.9,22.3,31.6
1937.8.10,108,25,22.7,29.5
1937.8.11,108,24.9,22.2,28.5
1937.8.12,108,26.3,23.3,31.2
1937.8.13,108,26.8,23.7,32.3
1937.8.14,108,27.2,22.3,34.2
1937.8.15,108,27.9,24.9,32.6
1937.8.16,108,27.8,22.7,33.4
1937.8.17,108,28.4,23.7,35.1
1937.8.18,108,27.3,24.7,33.2
1937.8.19,108,27.9,23.9,33.6
1937.8.20,108,27.5,23.4,33.1
1937.8.21,108,26.7,22.8,33.1
1937.8.22,108,27,21.3,34.3
1937.8.23,108,28.4,23.4,34.1
1937.8.24,108,26.4,24.1,30.6
1937.8.25,108,26.7,23.4,31.4
1937.8.26,108,26,23.3,30
1937.8.27,108,21.7,18.5,25.6
1937.8.28,108,25,20.7,29.6
1937.8.29,108,24.5,22.4,29.4
1937.8.30,108,24.3,20.3,30.6
1937.8.31,108,24.3,18.9,30.3
1937.9.1,108,25.7,22.5,29.8
1937.9.2,108,24.2,19.1,28.4
1937.9.3,108,20.1,14.8,27.8
1937.9.4,108,21.8,16.4,28
1937.9.5,108,19.9,16.1,23.9
1937.9.6,108,23.2,19.1,28.8
1937.9.7,108,18.4,16.4,22.2
1937.9.8,108,20.1,14,28
1937.9.9,108,21.7,14.9,27.9
1937.9.10,108,20.7,17.2,24.2
1937.9.11,108,20.1,16.8,25.8
1937.9.12,108,19.7,12.1,28.4
1937.9.13,108,21.5,15.7,28.7
1937.9.14,108,21.6,17.8,27.8
1937.9.15,108,22,16.6,29.4
1937.9.16,108,21.3,17,26.5
1937.9.17,108,21.6,17.1,27
1937.9.18,108,22,17.3,27.3
1937.9.19,108,18.8,16.3,22.8
1937.9.20,108,19.8,14.3,27.1
1937.9.21,108,20.8,15.5,27.2
1937.9.22,108,18,15.4,26.4
1937.9.23,108,19.6,13.8,28
1937.9.24,108,20.4,14.9,27.9
1937.9.25,108,21.6,16.4,28.4
1937.9.26,108,21.1,17.3,25.9
1937.9.27,108,15.9,12.5,20.9
1937.9.28,108,13.5,7.3,21.4
1937.9.29,108,15.8,8,24.6
1937.9.30,108,17.8,15.1,21.5
1937.10.1,108,19.1,14.3,26.3
1937.10.2,108,19.1,13.6,26.9
1937.10.3,108,18.2,13,24.5
1937.10.4,108,18.8,15,25.1
1937.10.5,108,16.8,13,23.3
1937.10.6,108,11.7,7,18
1937.10.7,108,12.2,5.4,17.6
1937.10.8,108,16.4,10.8,22.9
1937.10.9,108,16.2,10.1,23.8
1937.10.10,108,16.7,10.7,23.8
1937.10.11,108,18.3,11.9,25.8
1937.10.12,108,11.1,6.7,18.1
1937.10.13,108,10.3,4,17
1937.10.14,108,11.5,7.9,17
1937.10.15,108,9.7,5.6,13.5
1937.10.16,108,6.8,3.5,10.2
1937.10.17,108,4.8,0.8,9.7
1937.10.18,108,7.6,-0.5,15.2
1937.10.19,108,13.3,4.3,21.1
1937.10.20,108,15,10.4,21.8
1937.10.21,108,15,11.3,22.3
1937.10.22,108,14.6,9.2,21.4
1937.10.23,108,14.4,7.5,21.6
1937.10.24,108,15.3,7.2,23.3
1937.10.25,108,15.2,9.5,23.4
1937.10.26,108,14.8,7.6,22.8
1937.10.27,108,14.5,7.5,20.8
1937.10.28,108,15.5,12.2,17.7
1937.10.29,108,12.4,8.7,16.3
1937.10.30,108,10.7,5,17.6
1937.10.31,108,11.6,9.1,15.1
1937.11.1,108,11.3,6.8,16.7
1937.11.2,108,12.2,6.5,18.6
1937.11.3,108,13.6,9.2,19.2
1937.11.4,108,12.7,6.5,18.2
1937.11.5,108,14.5,8.4,22.1
1937.11.6,108,11.6,8,17.8
1937.11.7,108,6.5,2.8,9.9
1937.11.8,108,9.2,4.7,13
1937.11.9,108,8.5,3.6,14.3
1937.11.10,108,8.8,1.7,15.2
1937.11.11,108,12.5,7.7,17.4
1937.11.12,108,10.5,4.9,15
1937.11.13,108,9.5,2.8,16.6
1937.11.14,108,9.3,2.8,16.7
1937.11.15,108,10,3.4,15.9
1937.11.16,108,9.9,2.7,16.9
1937.11.17,108,12.1,7.5,17.8
1937.11.18,108,9.4,6.9,13
1937.11.19,108,5.2,3.5,9.2
1937.11.20,108,6.9,2.4,12.2
1937.11.21,108,2.7,-1.9,7.8
1937.11.22,108,-1.7,-5.3,1.3
1937.11.23,108,-0.5,-4.4,3.2
1937.11.24,108,-1.2,-3.2,1.3
1937.11.25,108,-1.2,-6,3.3
1937.11.26,108,2.1,-2.9,4.3
1937.11.27,108,4.7,1.6,8.8
1937.11.28,108,3.1,-0.4,7.8
1937.11.29,108,1.5,-3.7,6.1
1937.11.30,108,2.9,-0.4,7.6
1937.12.1,108,4.3,0.6,9.2
1937.12.2,108,-4.8,-7.8,3.5
1937.12.3,108,-7.4,-9.7,-4.5
1937.12.4,108,-7.7,-11.4,-3.5
1937.12.5,108,-7.5,-11.4,-2.9
1937.12.6,108,-5.2,-10.2,0.6
1937.12.7,108,-2.5,-5.9,0.4
1937.12.8,108,-4,-11.2,2.6
1937.12.9,108,1.5,-3,3.7
1937.12.10,108,2.2,-2,7.4
1937.12.11,108,-1.7,-5.2,2.9
1937.12.12,108,-7.7,-10.1,-1.7
1937.12.13,108,-6.2,-11.7,-2.8
1937.12.14,108,1.6,-3.4,4.9
1937.12.15,108,-0.5,-4.2,2.8
1937.12.16,108,0.7,-5.7,4.2
1937.12.17,108,4.7,-0.3,11.1
1937.12.18,108,-1.2,-7.6,6.9
1937.12.19,108,-8.2,-11.8,-4.1
1937.12.20,108,-9.2,-12.4,-4.9
1937.12.21,108,-8,-14.4,-2.9
1937.12.22,108,-1,-8.2,4.1
1937.12.23,108,3,-0.7,4.7
1937.12.24,108,0.6,-4.7,4.6
1937.12.25,108,-7.4,-10.4,-4
1937.12.26,108,-11.3,-14.5,-7.3
1937.12.27,108,-11.7,-16,-7.3
1937.12.28,108,-8.4,-14.3,-4.4
1937.12.29,108,-7.4,-11.6,-2.9
1937.12.30,108,-7,-11.8,-1.9
1937.12.31,108,-3.4,-11.1,3.5
1938.1.1,108,-1.3,-5.6,1.6
1938.1.2,108,-9.3,-13,-0.9
1938.1.3,108,-12.1,-14.3,-8.7
1938.1.4,108,-11.2,-16.6,-6
1938.1.5,108,-9.7,-15.4,-4.2
1938.1.6,108,-9.8,-12,-5.9
1938.1.7,108,-13.2,-16,-9.8
1938.1.8,108,-13.7,-17.7,-9.5
1938.1.9,108,-11.1,-17.9,-4.7
1938.1.10,108,-1.6,-10.4,3.5
1938.1.11,108,-0.6,-5.7,4.6
1938.1.12,108,-9.4,-12.2,-5
1938.1.13,108,-8.6,-15.7,-3.4
1938.1.14,108,-4.3,-10.8,1.6
1938.1.15,108,-3.7,-7.1,0.6
1938.1.16,108,-4.1,-10,2.1
1938.1.17,108,-0.1,-9.5,6.3
1938.1.18,108,2.4,-0.3,5.7
1938.1.19,108,-0.4,-2,1.9
1938.1.20,108,0,-5,4.9
1938.1.21,108,-7.6,-10.9,-0.2
1938.1.22,108,-9.7,-14.8,-5.7
1938.1.23,108,-8,-10.7,-4.3
1938.1.24,108,-6.1,-12.8,-2.1
1938.1.25,108,-4,-10.5,1.8
1938.1.26,108,-14.5,-17,-10
1938.1.27,108,-11.5,-19,-5.1
1938.1.28,108,-7.6,-14.3,-2.7
1938.1.29,108,-2.2,-6.9,2.6
1938.1.30,108,-1.5,-7.3,2.9
1938.1.31,108,-2.4,-7.8,1.5
1938.2.1,108,-8.3,-11.3,-4.1
1938.2.2,108,-9.5,-14,-5.1
1938.2.3,108,-6.8,-12.2,-1.5
1938.2.4,108,-5.6,-10.9,-0.2
1938.2.5,108,-4,-9.6,0.6
1938.2.6,108,-7.2,-9.8,-2.7
1938.2.7,108,-7.7,-12.6,-1.6
1938.2.8,108,-9.1,-12.2,-4
1938.2.9,108,-9.7,-14.3,-4
1938.2.10,108,-7.4,-13.9,-2
1938.2.11,108,-0.3,-6.5,5.1
1938.2.12,108,-1.4,-6.7,4.3
1938.2.13,108,0.8,-8.4,6.6
1938.2.14,108,0.9,-1.5,4.9
1938.2.15,108,2.4,-0.7,5.1
1938.2.16,108,0.9,-4.5,4.5
1938.2.17,108,-6.3,-7.9,-3.8
1938.2.18,108,-5.2,-7.9,-2.4
1938.2.19,108,-4.3,-6.4,-1.1
1938.2.20,108,-5.2,-8.9,-0.7
1938.2.21,108,-4.2,-9.2,0.3
1938.2.22,108,-3.3,-7.7,1.5
1938.2.23,108,-2.2,-7.4,2.9
1938.2.24,108,-0.9,-5.7,4.3
1938.2.25,108,-0.2,-6.2,5.6
1938.2.26,108,0.9,-5.7,6.5
1938.2.27,108,2.8,-1.3,5.3
1938.2.28,108,7.3,0,14.7
1938.3.1,108,10.7,2.7,15.9
1938.3.2,108,5.2,2.4,10.4
1938.3.3,108,5.8,2.1,11.6
1938.3.4,108,7.9,2.3,13.2
1938.3.5,108,8.3,6.4,10.3
1938.3.6,108,4.7,-1.2,10
1938.3.7,108,-2.5,-6,0.3
1938.3.8,108,-1.3,-5.6,3.4
1938.3.9,108,0.2,-4.6,4.6
1938.3.10,108,0.4,-0.7,1.1
1938.3.11,108,-1.1,-4.5,3
1938.3.12,108,-0.7,-5.5,4.6
1938.3.13,108,0.5,-5.1,5.9
1938.3.14,108,1.3,-2.6,6.1
1938.3.15,108,1.3,-3.7,7.4
1938.3.16,108,1.7,-3.7,7.7
1938.3.17,108,3.4,-2.3,9.4
1938.3.18,108,4.8,1.8,10.2
1938.3.19,108,5.6,1.3,12.5
1938.3.20,108,9.4,-1.2,19
1938.3.21,108,9.1,6.5,11.6
1938.3.22,108,6.8,5.8,8.2
1938.3.23,108,5.6,3.4,8
1938.3.24,108,4.6,2.5,6.5
1938.3.25,108,7.5,3.3,12.7
1938.3.26,108,7.1,1.4,12.1
1938.3.27,108,9.3,3,15.8
1938.3.28,108,9.3,5.5,14.2
1938.3.29,108,8,5.4,13.1
1938.3.30,108,5.8,3.6,9.4
1938.3.31,108,7.2,2.1,13.2
1938.4.1,108,8.6,0.8,16.8
1938.4.2,108,9.2,3.3,15.6
1938.4.3,108,9,3.5,14.9
1938.4.4,108,7.3,3.6,11.9
1938.4.5,108,10,3.6,17.8
1938.4.6,108,10.3,3.5,16.7
1938.4.7,108,8.2,6,10.9
1938.4.8,108,6.5,4.5,12.3
1938.4.9,108,7.4,0.2,15.5
1938.4.10,108,9.3,3.2,16.8
1938.4.11,108,7.9,3.3,13.9
1938.4.12,108,8.3,4,13.7
1938.4.13,108,8.9,2.3,15.5
1938.4.14,108,8.6,5.2,12.8
1938.4.15,108,8.8,6,13.6
1938.4.16,108,9.5,2.1,16.7
1938.4.17,108,11.1,4.8,18.7
1938.4.18,108,15.1,8.5,22.1
1938.4.19,108,15.4,8.5,23.4
1938.4.20,108,18.2,13.5,23.4
1938.4.21,108,19.7,12.8,27.3
1938.4.22,108,16.9,13.8,22.7
1938.4.23,108,13.3,9.8,19.4
1938.4.24,108,11.3,6.5,16.7
1938.4.25,108,11.6,5,18.2
1938.4.26,108,12.5,7.5,18.1
1938.4.27,108,13.3,8.8,17.5
1938.4.28,108,14.2,11,18.9
1938.4.29,108,14.5,5.8,23.2
1938.4.30,108,17.4,11.5,23.9
1938.5.1,108,13,10.3,18.2
1938.5.2,108,16.9,11.1,23.9
1938.5.3,108,15.5,13,19.5
1938.5.4,108,15.9,12.1,18.8
1938.5.5,108,19,17.2,22
1938.5.6,108,16.5,13.2,19.8
1938.5.7,108,16.8,10,23.4
1938.5.8,108,13.5,11.5,17.7
1938.5.9,108,10.9,7.8,16.3
1938.5.10,108,13.5,6.8,19.9
1938.5.11,108,13.9,10,19.4
1938.5.12,108,14.8,9.6,20.3
1938.5.13,108,19.5,11.5,27.2
1938.5.14,108,20.4,12.5,28.1
1938.5.15,108,17.2,14.4,21
1938.5.16,108,14.1,11,18.3
1938.5.17,108,13.7,7.9,20.2
1938.5.18,108,15.2,9.2,25
1938.5.19,108,13.7,11.5,18.8
1938.5.20,108,13.3,8.3,19
1938.5.21,108,13.8,8.3,20.3
1938.5.22,108,13.4,11.5,16.3
1938.5.23,108,15.3,12,21.1
1938.5.24,108,16.5,12.4,22.5
1938.5.25,108,18.9,14.6,25.6
1938.5.26,108,21.4,15.9,28.4
1938.5.27,108,23,17,30.4
1938.5.28,108,20.3,16,25.9
1938.5.29,108,20.9,18.8,22.9
1938.5.30,108,19.9,16.3,25.5
1938.5.31,108,20,15.3,24.4
1938.6.1,108,17.6,13.6,21.9
1938.6.2,108,19.2,13.4,25.6
1938.6.3,108,18.3,13.2,25.8
1938.6.4,108,18.2,13.8,23.4
1938.6.5,108,16.3,14.1,21.4
1938.6.6,108,17.2,14.3,20.5
1938.6.7,108,20.2,15.4,26.3
1938.6.8,108,20.7,16.6,26.3
1938.6.9,108,21.2,16.5,27.6
1938.6.10,108,20.3,15.4,26.9
1938.6.11,108,17.9,16.1,20.9
1938.6.12,108,17.9,15.6,20.5
1938.6.13,108,20.4,15.6,26.2
1938.6.14,108,20.2,17.1,25.6
1938.6.15,108,18.9,17,21.1
1938.6.16,108,19.6,15.9,26.2
1938.6.17,108,18.5,14.4,24.3
1938.6.18,108,17.7,13.2,21.1
1938.6.19,108,15.6,13.2,18.6
1938.6.20,108,19,14.8,25.7
1938.6.21,108,20,15.8,25.2
1938.6.22,108,20.8,16.8,26.6
1938.6.23,108,23.5,17.6,32.2
1938.6.24,108,22.9,19.8,26.3
1938.6.25,108,22.6,16.9,30.9
1938.6.26,108,22.8,17.5,29.1
1938.6.27,108,22.8,18.5,27.8
1938.6.28,108,22.3,18.1,26.5
1938.6.29,108,23.4,18,29.8
1938.6.30,108,23.5,18.5,30.8
1938.7.1,108,21.4,18.8,28.5
1938.7.2,108,22.6,19.2,28.2
1938.7.3,108,24,18.7,30
1938.7.4,108,23.3,18.2,31
1938.7.5,108,24.9,19.4,31
1938.7.6,108,22.5,20.5,25.8
1938.7.7,108,21.2,19.9,23.8
1938.7.8,108,22,18.9,25.1
1938.7.9,108,23.9,21.1,25
1938.7.10,108,24.8,22.1,28
1938.7.11,108,23.9,21.7,29.2
1938.7.12,108,23.5,22.6,24.2
1938.7.13,108,25.9,22.9,29.3
1938.7.14,108,25.8,23.9,28.2
1938.7.15,108,25.7,23.7,28.5
1938.7.16,108,25.8,23.6,29.6
1938.7.17,108,25.8,22.1,31.1
1938.7.18,108,25.5,22.9,30.6
1938.7.19,108,25.9,22.8,30.4
1938.7.20,108,26.6,22.1,32.7
1938.7.21,108,26.1,21.6,32.7
1938.7.22,108,27.3,22,34.2
1938.7.23,108,27.9,24.1,34.2
1938.7.24,108,27.1,21.6,33.8
1938.7.25,108,27,22,34.7
1938.7.26,108,27.7,22.2,34.7
1938.7.27,108,26.9,22.7,33.7
1938.7.28,108,25.3,21.5,32.4
1938.7.29,108,26.2,21.5,31.6
1938.7.30,108,26.4,22.6,33.7
1938.7.31,108,27.1,22,33.2
1938.8.1,108,27.7,22.8,34.2
1938.8.2,108,25.9,20.4,32.7
1938.8.3,108,26,21.2,30.8
1938.8.4,108,28.4,23.9,34.8
1938.8.5,108,27.9,23.7,34
1938.8.6,108,28.9,24.3,34.9
1938.8.7,108,28.4,23.7,35.6
1938.8.8,108,28.3,24,33.7
1938.8.9,108,29,24.2,33.7
1938.8.10,108,28.3,24.2,35.1
1938.8.11,108,27.8,23.5,34
1938.8.12,108,27.9,24.4,34.9
1938.8.13,108,26.3,22.9,33.2
1938.8.14,108,27.7,23.4,33.3
1938.8.15,108,25.7,20.1,33.2
1938.8.16,108,25.4,22,30.7
1938.8.17,108,24.3,22.1,26
1938.8.18,108,24.6,22.4,28.3
1938.8.19,108,23.9,21.2,28.8
1938.8.20,108,24.7,20,31
1938.8.21,108,24.9,20.2,31
1938.8.22,108,25.7,21.2,31.1
1938.8.23,108,26.3,21.7,32.6
1938.8.24,108,25.9,22.8,31.2
1938.8.25,108,26.2,22.4,31.1
1938.8.26,108,24.5,22.5,28.1
1938.8.27,108,26.2,21.8,31.8
1938.8.28,108,24,21.9,26.2
1938.8.29,108,24.8,22.1,30.2
1938.8.30,108,24.9,20.9,31.2
1938.8.31,108,24,19.5,31.5
1938.9.1,108,25.3,20.3,32.1
1938.9.2,108,25.4,22,30.6
1938.9.3,108,20.9,18.9,24.6
1938.9.4,108,21.8,18,27
1938.9.5,108,21.5,15.3,29.4
1938.9.6,108,22.1,14.7,29
1938.9.7,108,20.5,15.2,26.2
1938.9.8,108,20.9,15.2,28.1
1938.9.9,108,20.4,15.3,25.8
1938.9.10,108,17.8,13.1,24.1
1938.9.11,108,19,15.4,24.2
1938.9.12,108,18.3,12,26.3
1938.9.13,108,17.4,11.6,24.2
1938.9.14,108,17.6,11.3,25.1
1938.9.15,108,17.4,11.3,24.2
1938.9.16,108,18.3,11.9,26.9
1938.9.17,108,19.5,13,26.5
1938.9.18,108,18.2,15.4,21.3
1938.9.19,108,19.3,15.4,24
1938.9.20,108,18,13.8,24
1938.9.21,108,16.9,12,23.7
1938.9.22,108,16.7,10.6,24.6
1938.9.23,108,16.7,11.3,23.4
1938.9.24,108,15.5,9.8,21.9
1938.9.25,108,16.7,9.5,25
1938.9.26,108,17.7,11.2,24.6
1938.9.27,108,19,12.9,27
1938.9.28,108,18.9,13.5,24.9
1938.9.29,108,21.1,16.8,27.9
1938.9.30,108,21.3,16.8,28.6
1938.10.1,108,17.8,15.1,21.3
1938.10.2,108,17.8,14.4,21
1938.10.3,108,19.9,14.6,27.8
1938.10.4,108,19.5,13.8,27.1
1938.10.5,108,21,15.5,26.8
1938.10.6,108,18.2,15.2,24.3
1938.10.7,108,16.9,14.1,21.8
1938.10.8,108,17,10.2,23
1938.10.9,108,20,14.3,25.8
1938.10.10,108,20.2,16.8,22.5
1938.10.11,108,21.1,17.2,26.7
1938.10.12,108,21.5,17.8,26.2
1938.10.13,108,17,14.8,19.9
1938.10.14,108,16.1,12.8,21.8
1938.10.15,108,12,7.3,18
1938.10.16,108,10.8,4.8,18.5
1938.10.17,108,12,5.1,19.8
1938.10.18,108,11.7,4.8,18.7
1938.10.19,108,13.1,5.8,21.9
1938.10.20,108,13.6,6.9,21.4
1938.10.21,108,12.6,8.5,18.8
1938.10.22,108,11.3,5.6,17.9
1938.10.23,108,11.2,4.4,17.5
1938.10.24,108,10.4,6.1,15.5
1938.10.25,108,11.2,7,17.1
1938.10.26,108,10.3,3.7,17.9
1938.10.27,108,11.1,4.9,18.9
1938.10.28,108,13.3,5.9,21.3
1938.10.29,108,14.4,9.8,17.3
1938.10.30,108,13.3,8.5,18.2
1938.10.31,108,8.7,5,14.1
1938.11.1,108,9.5,2.7,16.7
1938.11.2,108,10.5,3.3,18.3
1938.11.3,108,11.5,4.3,18.9
1938.11.4,108,13,8.9,19.5
1938.11.5,108,11.4,4,19.2
1938.11.6,108,12.1,5,19
1938.11.7,108,9.8,5.7,15.4
1938.11.8,108,3.2,-1.2,7.8
1938.11.9,108,5.4,1.1,9.8
1938.11.10,108,3.4,-2.5,8.9
1938.11.11,108,-0.5,-3.9,3.5
1938.11.12,108,-2.8,-6.5,1.8
1938.11.13,108,0.9,-3.8,5.5
1938.11.14,108,2.4,-4.2,6.4
1938.11.15,108,5.3,-0.4,10.3
1938.11.16,108,5.4,0.6,11.6
1938.11.17,108,4.5,-1.2,10.8
1938.11.18,108,4.4,-2.3,11.2
1938.11.19,108,6,-1.7,11.7
1938.11.20,108,8.5,3.4,14.6
1938.11.21,108,4,0.8,9.2
1938.11.22,108,2.6,-3.4,8.8
1938.11.23,108,4,-3.2,9.4
1938.11.24,108,0.6,-3.3,5.4
1938.11.25,108,-2,-6.2,2.7
1938.11.26,108,-0.2,-5.9,5.7
1938.11.27,108,1.4,-5.1,6
1938.11.28,108,5.3,2.3,9.7
1938.11.29,108,3.7,-0.5,8.6
1938.11.30,108,1.3,-0.7,5.3
1938.12.1,108,2.5,-2.7,7.6
1938.12.2,108,4.2,1,9
1938.12.3,108,4.3,-2.2,11.8
1938.12.4,108,5.6,2.3,8.4
1938.12.5,108,0.8,-2.4,5.9
1938.12.6,108,-2.3,-4.6,1.8
1938.12.7,108,-2.9,-8.2,0.3
1938.12.8,108,0.5,-2.2,3.9
1938.12.9,108,-2.9,-6.5,1.3
1938.12.10,108,-3.2,-8.2,0.2
1938.12.11,108,-0.1,-4.2,4.4
1938.12.12,108,0.1,-3.9,2.1
1938.12.13,108,-2.3,-6.2,1.8
1938.12.14,108,-4.4,-9.2,0.3
1938.12.15,108,-1.2,-6.6,3.2
1938.12.16,108,0.5,-3.6,3.8
1938.12.17,108,2.2,-0.7,6.7
1938.12.18,108,-5.3,-7.8,-0.1
1938.12.19,108,-6.9,-11.2,-3
